Customer ID,Cluster Demo,recency,frequency,monetary,segment_overall_scoring,RFM_cluster
GM-14500,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",106.0,13,1255.6819999999998,B,Recent Customer
DG-13300,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",32.0,8,3195.818,B,Recent Customer
JF-15565,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",54.0,16,4198.332,B,Recent Customer
KB-16240,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",4.0,10,3152.615,B,Recent Customer
JO-15280,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",92.0,11,1934.2720000000004,B,Recent Customer
TT-21265,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",406.0,3,439.5,C,Almost Lost
SH-20635,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",765.0,2,2096.3920000000003,C,Lost Cheap Customer
LW-16825,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",88.0,15,2238.061,B,Recent Customer
HP-14815,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",30.0,10,1990.314,C,Recent Customer
KM-16375,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",56.0,20,5620.186000000001,A,Others
BT-11395,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",302.0,10,2186.6130000000003,C,Almost Lost
BS-11380,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",28.0,13,3887.834,B,Recent Customer
CK-12325,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",120.0,12,2945.321,B,Recent Customer
AS-10240,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",192.0,13,584.6080000000002,B,Recent Customer
BE-11335,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",119.0,9,4204.6759999999995,B,Recent Customer
DK-12835,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",21.0,27,3256.4800000000005,A,Others
AH-10195,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",55.0,8,1587.4520000000002,C,Recent Customer
MW-18235,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",44.0,3,5253.876,B,Recent Customer
LP-17095,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",9.0,15,3653.3990000000003,B,Recent Customer
SL-20155,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",70.0,9,3053.012000000001,B,Recent Customer
JL-15235,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",119.0,10,2203.7000000000003,C,Recent Customer
RD-19660,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",114.0,5,2786.6319999999996,C,Recent Customer
LS-17245,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",34.0,12,1008.136,B,Recent Customer
JM-16195,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",57.0,19,2833.926,A,Others
EJ-13720,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",302.0,8,2162.174,C,Almost Lost
GB-14530,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",62.0,20,1568.44,B,Others
JG-15310,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",2.0,11,2240.5800000000004,B,Recent Customer
MY-17380,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",29.0,13,2254.285,B,Recent Customer
PP-18955,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",97.0,34,7252.608000000002,A,Best Customer
KH-16360,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",1.0,14,3100.6119999999996,B,Recent Customer
AI-10855,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",13.0,18,4375.785999999999,B,Recent Customer
EH-14185,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",105.0,8,923.884,C,Recent Customer
CA-12310,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",13.0,11,1421.9539999999997,B,Recent Customer
LD-16855,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",552.0,1,5.304,C,Almost Lost
PB-19210,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",688.0,2,132.738,C,Lost Cheap Customer
LB-16735,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",48.0,3,50.188,C,Recent Customer
CV-12805,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",5.0,19,2370.3136,B,Others
TB-21055,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",119.0,18,1467.881,B,Recent Customer
DL-13495,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",76.0,12,3539.322,B,Recent Customer
KC-16675,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",57.0,7,1146.0500000000002,C,Recent Customer
MG-17650,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",29.0,14,3785.276,B,Recent Customer
CC-12670,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",29.0,14,2269.7015000000006,B,Recent Customer
CB-12415,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",26.0,12,1949.1999999999998,B,Recent Customer
JO-15145,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",57.0,13,3254.9490000000005,B,Recent Customer
TH-21115,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",58.0,9,2942.772,B,Recent Customer
HA-14920,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",20.0,18,2584.1580000000004,B,Recent Customer
BT-11305,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",336.0,9,2567.656,C,Almost Lost
CC-12220,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",20.0,22,3913.4179999999997,A,Others
CB-12025,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",47.0,26,6076.138999999999,A,Others
KE-16420,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",26.0,15,1686.7312000000002,B,Recent Customer
BF-11080,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",25.0,6,272.95,C,Recent Customer
BF-11020,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",74.0,21,2888.506,A,Others
AT-10435,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",21.0,9,1171.8139999999999,C,Recent Customer
LD-17005,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",414.0,7,1961.934,C,Almost Lost
TC-21295,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",27.0,16,4266.812,B,Recent Customer
MH-18115,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",5.0,22,5503.092999999999,A,Others
AJ-10780,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",75.0,15,4867.343999999999,B,Recent Customer
DW-13540,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",98.0,9,344.08000000000004,C,Recent Customer
DV-13465,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",29.0,15,3341.5870000000004,B,Recent Customer
JS-15940,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",463.0,8,469.16900000000004,C,Almost Lost
NP-18325,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",25.0,21,5529.62,A,Others
ME-18010,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",92.0,6,1256.9440000000002,C,Recent Customer
CS-12400,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",2.0,14,3651.8585000000003,B,Recent Customer
HG-14965,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",23.0,17,3247.6419999999994,B,Recent Customer
TT-21220,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",183.0,15,1427.044,B,Recent Customer
CS-11860,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",162.0,7,537.6320000000001,C,Recent Customer
TS-21205,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",198.0,19,5371.09,A,Others
GR-14560,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",1135.0,5,1284.3799999999999,C,Lost Cheap Customer
RW-19540,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",120.0,23,7397.401000000002,A,Best Customer
Co-12640,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",549.0,8,1300.076,C,Almost Lost
KA-16525,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",36.0,11,1519.506,B,Recent Customer
